timestamp,battery_voltage,battery_current,battery_temperature,solar_panel_current,bus_voltage,attitude_error,eclipse,anomaly
2026-01-01 00:00:00,28.254849074355796,1.8787908544634409,24.283148705340974,5.022692712001087,27.94930005370272,0.006794302986390478,0,0
2026-01-01 00:01:00,28.01908477028316,1.8057447290240891,24.555987964926196,5.352857959103633,28.11634591767219,0.02414684588575691,0,0
2026-01-01 00:02:00,28.347637380519103,2.1511258544620033,23.659113944119408,4.565923079948498,27.948081980247633,0.0007654168463277489,0,0
2026-01-01 00:03:00,28.388116772338595,2.08512570388032,23.570031707746747,4.609091395214888,28.042596394300404,0.012123593413259148,0,0
2026-01-01 00:04:00,27.87386482421512,0.8514351875974766,24.682877197634337,4.726896631944586,27.984951467051857,0.020604555676040463,0,0
2026-01-01 00:05:00,27.996864360744826,2.110541821713944,24.03862317436177,4.901925572460911,28.00533360746309,0.017406063629541245,0,0
2026-01-01 00:06:00,28.260435376917307,1.5911400317501008,23.566101284175883,4.833956218667999,28.011164417273317,0.03808433684265864,0,0
2026-01-01 00:07:00,28.186622274586096,1.4667099874680174,25.272375220825662,5.011507795788481,27.94651518918022,0.011719102886700033,0,0
2026-01-01 00:08:00,28.246590515696287,1.9195060488508744,24.16814161528737,4.4061847102247,27.852445418454465,0.019459662403465104,0,0
2026-01-01 00:09:00,28.102075152024245,2.1495647264628697,25.42901014606658,4.938898791253792,26.185869271357188,0.005343912367967534,0,1
2026-01-01 00:10:00,28.419855261273927,1.4507185497899004,24.657796110697333,4.540224616921021,28.191225615063047,0.024679273560978553,0,0
2026-01-01 00:11:00,28.407431735192073,2.289732175630792,24.857900523191812,4.749833134280547,28.199105849196883,0.014437541139878378,0,0
2026-01-01 00:12:00,28.285098121314665,2.327269285553148,24.517198325765037,5.397804769539672,27.933607610671842,0.0027399088247542537,0,0
2026-01-01 00:13:00,28.481810223676277,2.092245432467177,22.820287310532386,4.310615016931897,27.91201950904352,0.060252123923608465,0,0
2026-01-01 00:14:00,28.36865656290683,1.7864948798147977,23.89677482113521,4.70218638604622,27.93348610625976,0.039917502184954386,0,0
2026-01-01 00:15:00,28.135327356681017,1.7603265898583014,24.61812282424119,4.353873979691281,27.978899511742746,0.023948311117421423,0,0
